Message,Label,processed_text
Allah'ın selamı rahmeti bereketi üzerimize olsun..! ,ham,allah ın selamı rahmeti bereketi üzerimize olsun
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",ham,okies go yan jiu skip ard oso go cine den go mrt one blah blah blah
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham,way home went change batt watch go shop bit lor
Shall i send that exe to your mail id.,ham,shall send exe mail id
Hadi yatayom ben Mehtap maçı izlerken uyuya kaldı :) iyi geceler,ham,hadi yatayom ben mehtap maçı izlerken uyuya kaldı iyi geceler
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,broke list reason nobody town tell sarcastic faggy
Kardes ben aurdino icin seni aramayi unuttum sende yogunsun ama gelistirme kitini gonderme sansin olurmu? Bide kitin tam modeli neydi? Burdaki ogrenciler unuttunmu diye kiziyolar bana :),ham,kardes ben aurdino icin seni aramayi unuttum sende yogunsun gelistirme kitini gonderme sansin olurmu bide kitin tam modeli neydi burdaki ogrenciler unuttunmu kiziyolar bana
Asansör deyiz,ham,asansör deyiz
KAMPANYA: Samsung Galaxy kazanma sansi! 08505555555'i ARA veya www.gnr.li/smsng Trafik teklifi aI. Iptal:GNRL yaz 3172 gonder.MERSIS:0394000603100017 TURATEL,spam,kampanya samsung galaxy kazanma sansi ara trafik teklifi ai iptal gnrl yaz gonder mersis turatel
Paraf ile Teknosadan 750 TL ve uzeri alisverislere 75 TL ParafPara! Ustelik pesin fiyatina 9 taksitle. Son gun: 12 Aralik Detay: http://url.parafcard.com.tr/67,spam,paraf teknosa dan tl uzeri alisverislere tl parafpara ustelik pesin fiyatina taksitle son gun aralik detay
Idea will soon get converted to live:),ham,idea soon get converted live
Kemal Tanca indirimi basladi! Erkek ayakkabida tek fiyat 99 TL! Ustelik Kargo Ucretsiz. n11.com/Kemal-Tanca,spam,kemal tanca indirimi basladi erkek ayakkabida tek fiyat tl ustelik kargo ucretsiz com kemal tanca
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,ummmmmaah many many happy return day dear sweet heart happy birthday dear
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham,reason spoken year anyways great week best exam
Zeyno bide korkmaz a baksana çelik için,ham,zeyno bide korkmaz baksana çelik
Ya had just now.onion roast.,ham,onion roast
Kampanya: Sn. TUNCAY 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar MUGLA Subemizde. VakifBank MERSIS: 6233294113736392,spam,kampanya sn tuncay gun vadeli tl arasi mevduatiniza ozel tanisma faiz orani firsati kasima kadar mugla subemizde vakifbank mersis
"BiP ile mesajlarimi aninda, daha eglenceli gonderiyorum! Sen de hemen kullan! http://mobiltr.co/BiP",spam,bip mesajlarimi aninda eglenceli gonderiyorum sen hemen kullan
Kendi islerimi gunduz yapiyorum zmn kalmıyor ikisine birden bu ay sonuna kdr toparlamam lazim snra izin almayi dusunuyorum yılım dolunca,ham,kendi islerimi gunduz yapiyorum zmn kalmıyor ikisine birden ay sonuna kdr toparlamam lazim snra izin almayi dusunuyorum yılım dolunca
Nasabah BRI yth. Anda dapat cek. 27.juta dari undian BRI Kode triplle cek anda (02599875) info hadiah klik www.bripusat2016.blogspot.com,spam,nasabah bri yth anda dapat cek juta dari undian bri kode triplle cek anda info hadiah klik
Turuncu Kart ile size ozel LG L70+ Akilli Telefon 599TL yerine 499TL Son gun 31 Mart. Kodunuz:8109340621462 Stok 1000 Adet,spam,turuncu kart size ozel lg akilli telefon tl yerine tl son gun mart kodunuz stok adet
Sorry completely forgot * will pop em round this week if your still here?,ham,sorry completely forgot pop em round week still
Bilgisayar bilesenlerinde avantajlı fırsat! 15 Mart'a kadar yapacagin alisverisinde kargo bedava! Sakin kaçirma! http://bit.ly/18noMCc,spam,bilgisayar bilesenlerinde avantajlı fırsat mart kadar yapacagin alisverisinde kargo bedava sakin kaçirma
Eyw sanada ;),ham,eyw sanada
Wat time do u wan 2 meet me later?,ham,wat time wan meet later
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham,jus telling dat leaving shanghai st instead haf time meet cya
Grli,ham,grli
Tebrikler! iGaranti'den dominos.com.tr'de kullanabilecegin 2 adet tek kisilik pizza menusu indirim kodun: 'iGrntDms'. Afiyet olsun!,spam,tebrikler igaranti den domino com tr kullanabilecegin adet tek kisilik pizza menusu indirim kodun igrntdms afiyet olsun
"Telefon sizden, selfie cubugu hediyesi bizden! 779 TL'den baslayan fiyatlarla telefonlar sizi bekliyor. n11.com/selfie",spam,telefon sizden selfie cubugu hediyesi bizden tl den baslayan fiyatlarla telefonlar sizi bekliyor com selfie
Selamunaleyküm hocam oğlum hasta gelemiyorum,ham,selamunaleyküm hocam oğlum hasta gelemiyorum
Toshiba Satellite notebook bugune ozel 1000 TL-125 TL chip-para icin SON GUN http://goo.gl/puulcu cikmak icin KLIKSA RET yaz 4933e yolla Mersis:0564054884900014,spam,toshiba satellite notebook bugune ozel tl tl chip para icin son gun cikmak icin kliksa ret yaz yolla mersis
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham,yeah work fine started last week stuff dull easy guy fun
Oi when you gonna ring,ham,oi gon na ring
"Yooo sama2, oke nanti aku umumin di grup kelas",ham,yooo sama oke nanti aku umumin di grup kelas
SIM Card anda M-dptkan HADIAH 1 YUNIT MOBIL TOYOTA YARIS No.pin pemenang Anda [8JF2177] U/INFO www.hadiahtricare.blogspot.com,spam,sim card anda dptkan hadiah yunit mobil toyota yaris pin pemenang anda jf info
"It's fine, imma get a drink or somethin. Want me to come find you?",ham,fine imma get drink somethin want come find
Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,spam,last chance claim ur worth discount voucher text yes savamob member offer mobile c sub remove txt stop
Tamam canim gecmis olsun..dikkat et kendine..,ham,tamam canim gecmis olsun dikkat et kendine
Yeni yıl hediyesi! 1-2-3 Ocak'ta Koşulsuz Şartsız KARGO BEDAVA! tozlu.com Sms iptali için Tozlu yaz 5306'ya gönder. Mersis:0859052472300016,spam,yeni yıl hediyesi ocak ta koşulsuz şartsız kargo bedava tozlu com sm iptali tozlu yaz gönder mersis
Instagram sayfamizi takip edenler bebegi icin ALTIN BiLEKLiK* kazanma firsati yakaliyor! ,spam,instagram sayfamizi takip edenler bebegi icin altin bileklik kazanma firsati yakaliyor
"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",ham,aku kumpul pon dulu dy kalo haris kerjanya dari sore mo pacaran dulu dy
"PENAWARAN KHUSUS! BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T536",spam,penawaran khusus bonus kuota mb hr cukup isi ulang min hari ini ayo buruan isi pulsa sekarang juga
VakifBank Worldcardla 28 Subata kadar sube veya 4440724 Telefon Bankaciligindan 5000TL NakiteTaksit kullanin aylik 607 TL taksitlerle 9 taksitte odeyin.,spam,vakifbank worldcardla subata kadar sube telefon bankaciligindan tl nakitetaksit kullanin aylik tl taksitlerle taksitte odeyin
PIZZA PIZZA ILE PAZARTESI SENDROMUNA SON!ORTA BOY SUPER PIZZA SADECE 8.88 TL!2 VE UZERI PAKETTE GECERLIDIR!DURMA HEMEN ARA FIRSATI YAKALA!4444500,spam,pizza pizza pazartesi sendromuna son orta boy super pizza sadece tl uzeri pakette gecerlidir durma hemen ara firsati yakala
Sen bilirsin cüneyte de söyleyelim gelsin öğleden sonra çaya gideriz??,ham,sen bilirsin cüneyte söyleyelim gelsin öğleden sonra çaya gideriz
Tamam abicim çalışıyorum zaten başladı vizelerim bekliyorum yarın iyi akşamlar :),ham,tamam abicim çalışıyorum zaten başladı vizelerim bekliyorum yarın iyi akşamlar
Oh Howda gud gud.. Mathe en samachara chikku:-),ham,oh howda gud gud mathe samachara chikku
"PESAN RESMI Tri No. XV/15 PIN PEMENANG ANDA 67YTG44 TERPILIH SEBAGAI PEMENANG KE II HADIAH CEK TUNAI 45 JT INFO LENGKAP .TRI KLIK WWW.3-INFO.WEBNODE.COM DARI NOMER. 089655264130 TERUS ADA SMS .MAAF,SAYA MAU TELEPON BISA DARI NO 085104894998",spam,pesan resmi tri xv pin pemenang anda ytg terpilih sebagai pemenang ke ii hadiah cek tunai jt info lengkap tri klik dari nomer terus ada sm maaf saya mau telepon bisa dari
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,spam,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham,gon na able late notice home week anyway plan
Abi iki hesaba da attım,ham,abi iki hesaba attım
"Yepyeni Platinum Plus 6GB paketi ile tam 6GB turbo internet, 1000dk ve 1000SMS/MMS ayda sadece 75TL. Ustelik sevdiklerinizle paylasabileceginiz Platinum ayricaliklari ile birlikte. PLATINUM 6GB yazip 2222ye gondererek bu paketten  faydalanabilirsiniz.",spam,yepyeni platinum plus gb paketi tam gb turbo internet dk sm mm ayda sadece tl ustelik sevdiklerinizle paylasabileceginiz platinum ayricaliklari birlikte platinum gb yazip ye gondererek paketten faydalanabilirsiniz
Yok galiba gitmeyeceğim,ham,yok galiba gitmeyeceğim
Bi reset attırsan birine?,ham,bi reset attırsan birine
What does the dance river do?,ham,dance river
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham,living simple loving also simple laughing simple winning tooo simple simple difficult
"Cool, what time you think you can get here?",ham,cool time think get
"Otobüs çok güzelmiş, en azından rahat gideceğiz",ham,otobüs güzelmiş azından rahat gideceğiz
"Just arrived, see you in a couple days &lt;3",ham,arrived see couple day lt
"ISI PULSA lebih untung di MYVPLUS! selain dpt PULSA kamu bisa lsg dpt voucher diskon, dpt hadiah dan juga dpt point. Yuk klik : http://bit.ly/Myvplus",spam,isi pulsa lebih untung di myvplus selain dpt pulsa kamu bisa lsg dpt voucher diskon dpt hadiah dan juga dpt point yuk klik
Neden göndermiyorsun kandırıkçı  yeğen,ham,göndermiyorsun kandırıkçı yeğen
Cocugunuz 'YGS Turkce-Matematik'e Lisego'nun benzersiz modul yapisiyla hazirlansin. Akilda kalici ogrenme deneyimiyle eksiklerini kapatsin! lisego.com/ygs-tm,spam,cocugunuz ygs turkce matematik lisego nun benzersiz modul yapisiyla hazirlansin akilda kalici ogrenme deneyimiyle eksiklerini kapatsin lisego com ygs tm
"Kampanya: Money Dostu, bu oneri kacmaz! Money Bonus kredi kartinla tek seferde 30 TL'lik deterjan, genel temizlik malzemesi veya sabun alimina 5 TL aninda indirim, 3-16 Eylul'de Migros ve Tansasta! Bilgi: 4441044, SMS almak istemiyorsan IPTAL yaz 7447'ye gonder",spam,kampanya money dostu oneri kacmaz money bonus kredi kartinla tek seferde tl lik deterjan genel temizlik malzemesi sabun alimina tl aninda indirim eylul migros tansasta bilgi sm almak istemiyorsan iptal yaz ye gonder
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham,yeah leave hour least sound
KAMPANYA: Boyner'den 50TL hediye ceki! 27 Eylul'e kadar Garanti Kartlari'yla her 300TL alisverisinizde cek kazanabilirsiniz. Cekler kozmetik haric 100TL ve uzerinde gecerli. ,spam,kampanya boyner den tl hediye ceki eylul kadar garanti kartlari yla tl alisverisinizde cek kazanabilirsiniz cekler kozmetik haric tl uzerinde gecerli
"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI  No.Rekening 0282566132",spam,uangnya dikirim aja ke rekening ini bankbni safitri rekening
No but the bluray player can,ham,bluray player
"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",ham,perginya naik kelapa turun di pasar bunga wastukencana terus naik caringin sadang serang atau jalan
"Ribet bolak balik cek pulsa&cek sisa kuota internetmu? Download aja aplikasi myCare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com",spam,ribet bolak balik cek pulsa cek sisa kuota internetmu download aja aplikasi mycare hanya klik semua jadi mudah akses di
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",ham,maaf pulsa anda tidak cukup untuk melakukan pembelian paket flash yang dipilih silahkan isi ulang pulsa anda
Tmam buldum diğerlerinide ben mühendsliğin formayıda getireyim lazım olur belki size,ham,tmam buldum diğerlerinide ben mühendsliğin formayıda getireyim lazım olur size
Sounds great! Im going to sleep now. Have a good night!,ham,sound great im going sleep good night
Is xy in ur car when u picking me up?,ham,xy ur car picking
So how are you really. What are you up to. How's the masters. And so on.,ham,really master
"Seher ablamla şansa bulduk, kilise galiba. Eski Hapishane galiba, gardiyan odası falan var. Bilemedik biz, biliyor musun sen abla?",ham,seher ablamla şansa bulduk kilise galiba eski hapishane galiba gardiyan odası falan var bilemedik biliyor musun sen abla
Vay be abi harbi kalitede öncü ??,ham,vay abi harbi kalitede öncü
Paraf ile Gratis'te 75 TL ve uzeri alisverisinize Gratis'te gecerli 15 TL ParafPara! Katilmak icin GRATIS yaz bosluk birak kartin son 6 hanesini 3404 e gonder. http://url.parafcard.com.tr/CS SMS iptal icin RET yazip 3404'e gonderebilirsiniz. ,spam,paraf gratis te tl uzeri alisverisinize gratis te gecerli tl parafpara katilmak icin gratis yaz bosluk birak kartin son hanesini gonder sm iptal icin ret yazip gonderebilirsiniz
When you are big..| God will bring success.,ham,big god bring success
"KAMPANYA: DOMINOS'TA BUGUNE OZEL 2 ADET ORTA BOY KARISK PIZZA SADECE 27,90 TL FIRSATI KACIRMA HEMEN ARA 02522125500 CIKIS ICIN RET DP YAZ 3347'YE GONDER MERSIS:0267065867700015 FIGENSOFT",spam,kampanya domino ta bugune ozel adet orta boy karisk pizza sadece tl firsati kacirma hemen ara cikis icin ret dp yaz ye gonder mersis figensoft
Want to finally have lunch today?,ham,want finally lunch today
"Sorry, I'll call later",ham,sorry call later
Paraf ile toplam 200 TL harcamaniza size ozel 50 TL INDIRIM icin son 9 Gun! Detay: http://url.parafcard.com.tr/65,spam,paraf toplam tl harcamaniza size ozel tl indirim icin son gun detay
Keep my payasam there if rinu brings,ham,keep payasam rinu brings
When did you get to the library,ham,get library
Love you aathi..love u lot..,ham,love aathi love lot
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,yes replied mail going management office later plus bank later also wednesday
"Ok, iyi tatiller :)",ham,ok iyi tatiller
Taniyoruz evet bizim fakultede ,ham,taniyoruz evet bizim fakultede
"It,,s a taxt massage....tie-pos argh ok! Lool!",ham,taxt massage tie po argh ok lool
We currently have a message awaiting your collection. To collect your message just call 08718723815.,spam,currently message awaiting collection collect message call
IÛ÷m going to try for 2 months ha ha only joking,ham,going try month ha ha joking
Gais kyknya bapa ga akan bls sms aku. Mau gmn? Tp bapa bls sms teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini.,ham,gais kyknya bapa ga akan bls sm aku mau gmn tp bapa bls sm teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini
"4-7 Eylul tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Pegasus'un mobil site ve uygulamalarindan yapacaginiz yurtdisi ucak bileti aliminda gecerli %30 indirim kazandiniz. Detaylar: http://goo.gl/70OviC",spam,eylul tarihleri arasinda internet cep subesi giris yaptiniz pegasus un mobil site uygulamalarindan yapacaginiz yurtdisi ucak bileti aliminda gecerli indirim kazandiniz detaylar
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham,hey babe going ever figure going new year
"7 gece 8 gun VIZESIZ Bastan Basa Balkanlar Turu - 1,299 TL ve 9 Taksit Imkani - Tiklayin Tatili Yakalayin - http://bit.ly/1JrlGyf - Rezervasyon: 0850 532 20 10",spam,gece gun vizesiz bastan basa balkanlar turu tl taksit imkani tiklayin tatili yakalayin rezervasyon
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
Package all your programs well,ham,package program well
Uhhhhrmm isnt having tb test bad when youre sick,ham,uhhhhrmm isnt tb test bad youre sick
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam,congratulation thanks good friend xmas prize claim easy call per minute bt national rate
Indeed and by the way it was either or - not both !,ham,indeed way either
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
oooo  süpermiş,ham,oooo süpermiş
You dont know you jabo me abi.,ham,dont know jabo abi
So Ì_ pay first lar... Then when is da stock comin...,ham,pay first lar stock comin
"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",spam,selamat bergabung di tri nikmati kuota gb utk hari kuota akan diperpanjang otomatis selama pulsa cukup nikmati bonus kuota berlipat hingga gb setiap perpanjangan kartu otomatis menjadi non aktif jika dlm waktu bln tdk ada aktivitas sama sekali
VakifBank Worldcard ile 16-28 Subat arasinda toplam 850 TL ve uzeri harcamaniza 30 TL Worldpuan hediye. SUBAT yaz kartin son 6 hanesini 6635e gonder.,spam,vakifbank worldcard subat arasinda toplam tl uzeri harcamaniza tl worldpuan hediye subat yaz kartin son hanesini gonder
Yok yok 1. Sınıf,ham,yok yok sınıf
Plg Yth: Simcard anda mendptkan bonus poin plus-plus 555 dr:PT.INDOSAT pin anda:277fg49 u/info klik di www.indosat-555.blogspot.com atau Hub:021-3338-0074.,spam,plg yth simcard anda mendptkan bonus poin plus plus dr pt indosat pin anda fg info klik di atau hub
So the sun is anti sleep medicine.,ham,sun anti sleep medicine
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,sent jd customer service cum account executive ur mail id detail contact u
"Sy Demiryilmaz, 200TL alisverise 75TL hediye ceki kazanma firsati sizi bekliyor!Sifre 86ZXXMY63 Son gun 21 Aralik. Cek kullanim detaylari Boynerde!",spam,sy demiryilmaz tl alisverise tl hediye ceki kazanma firsati sizi bekliyor sifre zxxmy son gun aralik cek kullanim detaylari boynerde
"Money Dostu,19 Temmuza kadar ilk 100TL harcamana 10 MONEY=10TL Hediye!Migros,Tansasta Money Club kartinla yapacagin alkol,sigara,TL yukleme haric ilk 100TL harcamana 10 Money hediye.Bilgi: 4441044.SMS almak istemiyorsan IPTAL yaz 7447ye ucretsiz gonder.",spam,money dostu temmuza kadar ilk tl harcamana money tl hediye migros tansasta money club kartinla yapacagin alkol sigara tl yukleme haric ilk tl harcamana money hediye bilgi sm almak istemiyorsan iptal yaz ye ucretsiz gonder
"Kamp-Tupturuncu Indirim Mugla Teknosa magazalarinda 22 Agustos'ta basliyor! Son gun 24.08.2015 SMS ret:RET TEKNOSA yazin, 3347e gonderin.Mersis 0836014439300012",spam,kamp tupturuncu indirim mugla teknosa magazalarinda agustos ta basliyor son gun sm ret ret teknosa yazin gonderin mersis
maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN;M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,spam,maaf kami sudah menghubungi tpi tdk tersmbung anda resmi meraih hadiah ke dri pt mkios pin cek pin anda di
Surat Keputusan Dri Tri Care No.XV/2015 Pin Pemenang 477BFG7S Mdptkan Hadiah HONDA JAZZ HUB:02150227999 Info Pin klik: www.tricareindonesia.com,spam,surat keputusan dri tri care xv pin pemenang bfg mdptkan hadiah honda jazz hub info pin klik
Thanks for picking up the trash.,ham,thanks picking trash
"sry can't talk on phone, with parents",ham,sry talk phone parent
Any pain on urination any thing else?,ham,pain urination thing else
Istahim yerinde valla,ham,istahim yerinde valla
Zeytinburnu evet yurt belli değil,ham,zeytinburnu evet yurt belli değil
"Faturanizi kontrol altinda tutmak sizin elinizde. FaturaTakip ile kesilmis fatura tutariniz, 10. ve 20. gunde harcama tutariniz cebinize gelecek. Ustelik dilediginiz zaman dilediginiz kadar harcamalarinizi sorgulayabileceksiniz. Hemen 2222e FATURATAKIP yazip gonderin.",spam,faturanizi kontrol altinda tutmak sizin elinizde faturatakip kesilmis fatura tutariniz gunde harcama tutariniz cebinize gelecek ustelik dilediginiz zaman dilediginiz kadar harcamalarinizi sorgulayabileceksiniz hemen faturatakip yazip gonderin
Ahmet napıon?? ,ham,ahmet napıon
As in different styles?,ham,different style
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham,take something pain move however side next hr see doctor
Yeni yilda DERIMOD'u olmayan kalmasin diye tum DERI CEKETLERDE yilbasina ozel ETIKETIN YARISI + 2. urune %30 indirim daha. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gonderebilirsiniz. derimod.com.tr MERSİS NO:0293000831300010,spam,yeni yilda derimod olmayan kalmasin tum deri ceketlerde yilbasina ozel etiketin yarisi urune indirim ustelik world ozel taksit firsatiyla sm istemiyorsaniz derimod iptal yazip gonderebilirsiniz derimod com tr mersi
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham,world running still maybe feeling admit mad correction let call life keep running world may also running let run
Saat 11 de toplantı varmış o saatte test edebiliriz.,ham,saat toplantı varmış saatte test edebiliriz
I tot u reach liao. He said t-shirt.,ham,tot reach liao said shirt
"Bonus Amex ekstra 15TL bonus kazandiriyor! 28 Agustos-30 Eylul arasinda toplam 300TL harcayin, 15TL bonus kazanin! 3340'a BEGEN yazin, gonderin bonus.com.tr/e1 ",spam,bonus amex ekstra tl bonus kazandiriyor agustos eylul arasinda toplam tl harcayin tl bonus kazanin begen yazin gonderin bonus com tr
Yok değil,ham,yok değil
Araciniz guvende mi? Anadolu Sigorta KASKO Sigortasi ile ilgili bilgi almak icin 4402'ye KASKO yazip gonderin sizi arayalim. Is Bankasi.,spam,araciniz guvende mi anadolu sigorta kasko sigortasi ilgili bilgi almak icin ye kasko yazip gonderin sizi arayalim bankasi
will you like to be spoiled? :),ham,like spoiled
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham,joy father john john joy father an th hav lt gt iq ti ia question try answer
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,mean come chase stated watch many movie want
Bilgisayar kurtları için Kodlab bilgisayar kitaplarında %35 indirim! 25 TL ve üzeri kitap alışverişlerinizde ise kargo bedava! http://bit.ly/1CC4vVZ,spam,bilgisayar kurtları kodlab bilgisayar kitaplarında indirim tl üzeri kitap alışverişlerinizde kargo bedava
Hey what happen de. Are you alright.,ham,hey happen alright
"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",ham,prefer free day tues wed fri oso ask workin lor
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
Is toshiba portege m100 gd?,ham,toshiba portege gd
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham,sick needy want pout stomp foot pout stomp foot want slave want
bilmiyrm ki olabilr ;),ham,bilmiyrm olabilr
"Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.",ham,iya teh soalnya kenapa selasa bapa hari rabu mau berangkat
"GARANTI'den Bayram Kredisi firsati! Ihtiyaclarinizi ertelemeyin, cok avantajli destek kredileri icin en yakin subemize gelin! Kampanyalarimizla ilgili bilgi almak icin 02522117045 Iletisim tercihlerinizi degistirmek icin Paramatikler ve 0850 222 0 333",spam,garanti den bayram kredisi firsati ihtiyaclarinizi ertelemeyin cok avantajli destek kredileri icin yakin subemize gelin kampanyalarimizla ilgili bilgi almak icin iletisim tercihlerinizi degistirmek icin paramatikler
VakifBank Worldcardla 31 Aralika kadar SOK marketlerde yapacaginiz 4 adet 25TL ve uzeri alisverise 10TL Worldpuan. SOK yaz kartin son 6 hanesini 6635e gonder,spam,vakifbank worldcardla aralika kadar sok marketlerde yapacaginiz adet tl uzeri alisverise tl worldpuan sok yaz kartin son hanesini gonder
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham,much fight good nite
"Kampanya: Bugüne özel, GoPro Hero 4 Session'da anında %20 indirim! http://hps.im/40 Çıkmak için:HBSMS yaz 3172ye gönder.MersisNo:0265017991000011",spam,kampanya bugüne özel gopro hero session anında indirim çıkmak hbsms yaz ye gönder mersisno
"Arabaniz hangi riskler altinda? http://goo.gl/tyo5KV linkinden ankete katilin ve ogrenin, 50 TL Hepsiburada hediye ceki kazanan 100 kisiden biri olun! Generali",spam,arabaniz hangi riskler altinda linkinden ankete katilin ogrenin tl hepsiburada hediye ceki kazanan kisiden olun generali
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham,ever green quote ever told jerry cartoon person irritates always one love vry much fails express gud nyt
Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,ham,got lazy type forgot lect saw pouch like nice
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham,oh yeah hav great time newquay send postcard look girl im gone know im talkin bout xx
"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",ham,alrite girl know gail neva wrong take care sweet worry tr hun love yaxxx
"PESAN RESMI dri Tri Care,Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt No:Pin undian 94AD653, U/Info kunjungi:www.pusat-bimatricare.jimdo.com",spam,pesan resmi dri tri care selamat anda dptkan hadiah cek tunai sebesar rp jt pin undian ad info kunjungi
Nikmati Disc.40% utk Dominos Pizza Premium BIG PARTY WEEKEND.Harga Mulai Rp.48rb.Berlaku dine in/take away s/d 8 May'16.Kunjungi store terdekat/hubungi 1500366,spam,nikmati disc utk domino pizza premium big party weekend harga mulai rp rb berlaku dine take away may kunjungi store terdekat hubungi
Nvm it's ok...,ham,nvm ok
"Divarese'de buyuk kelebek indirimi! Sadece 3 gun, erkek botlarda NET %50+%40 indirim icin magazalarimiza bekliyoruz. Keyifli alisverisler.",spam,divarese buyuk kelebek indirimi sadece gun erkek botlarda net indirim icin magazalarimiza bekliyoruz keyifli alisverisler
"I'll get there at 3, unless you guys want me to come some time sooner",ham,get unless guy want come time sooner
Oyy. Geçmiş olsun ablam tamam zelişe söylerim ben,ham,oyy geçmiş olsun ablam tamam zelişe söylerim ben
